repo_name,repo_link,stars,language,topic_name,description
aws / aws-cdk,https://github.com/aws/aws-cdk,12.1k,TypeScript,Amazon Web Services,The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code
prowler-cloud / prowler,https://github.com/prowler-cloud/prowler,11.4k,Python,Amazon Web Services,"Prowler is an Open Cloud Security tool for AWS, Azure, GCP and Kubernetes. It helps for continuos monitoring, security assessments and audits, incident response, compliance, hardening and forensics readiness. Includes CIS, NIST 800, NIST CSF, CISA, FedRAMP, PCI-DSS, GDPR, HIPAA, FFIEC, SOC2, GXP, Well-Architected Security, ENS and more."
infracost / infracost,https://github.com/infracost/infracost,11.4k,Go,Amazon Web Services,Cloud cost estimates for Terraform in pull requests💰📉 Shift FinOps Left!
apereo / cas,https://github.com/apereo/cas,11.1k,Java,Amazon Web Services,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.
aws / chalice,https://github.com/aws/chalice,10.8k,Python,Amazon Web Services,Python Serverless Microframework for AWS
arendst / Tasmota,https://github.com/arendst/Tasmota,23k,C,Arduino,"Alternative firmware for ESP8266 and ESP32 based devices with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at"
MarlinFirmware / Marlin,https://github.com/MarlinFirmware/Marlin,16.6k,C++,Arduino,Marlin is an optimized firmware for RepRap 3D printers based on the Arduino platform. Many commercial 3D printers come with Marlin installed. Check with your vendor if you need source code for your specific machine.
tinygo-org / tinygo,https://github.com/tinygo-org/tinygo,16.1k,Go,Arduino,"Go compiler for small places. Microcontrollers, WebAssembly (WASM/WASI), and command-line tools. Based on LLVM."
espressif / arduino-esp32,https://github.com/espressif/arduino-esp32,14.5k,C++,Arduino,Arduino core for the ESP32
arduino / Arduino,https://github.com/arduino/Arduino,14.3k,Java,Arduino,Arduino IDE 1.x
SpacehuhnTech / esp8266_deauther,https://github.com/SpacehuhnTech/esp8266_deauther,13.9k,C,Arduino,Affordable WiFi hacking platform for testing and learning
rwaldron / johnny-five,https://github.com/rwaldron/johnny-five,13.3k,JavaScript,Arduino,"JavaScript Robotics and IoT programming framework, developed at Bocoup."
gurugio / lowlevelprogramming-university,https://github.com/gurugio/lowlevelprogramming-university,11.8k,Unknown,Arduino,How to be low-level programmer
hybridgroup / gobot,https://github.com/hybridgroup/gobot,9.1k,Go,Arduino,"Golang framework for robotics, drones, and the Internet of Things (IoT)"
platformio / platformio-core,https://github.com/platformio/platformio-core,8.2k,Python,Arduino,Your Gateway to Embedded Software Development Excellence 👽
justcallmekoko / ESP32Marauder,https://github.com/justcallmekoko/ESP32Marauder,7.2k,C++,Arduino,A suite of WiFi/Bluetooth offensive and defensive tools for the ESP32
bblanchon / ArduinoJson,https://github.com/bblanchon/ArduinoJson,6.9k,C++,Arduino,📟 JSON library for Arduino and embedded C++. Simple and efficient.
tzapu / WiFiManager,https://github.com/tzapu/WiFiManager,6.8k,C++,Arduino,ESP8266 WiFi Connection manager with web captive portal
ggerganov / ggwave,https://github.com/ggerganov/ggwave,6.3k,C++,Arduino,Tiny data-over-sound library
olikraus / u8g2,https://github.com/olikraus/u8g2,5.5k,C,Arduino,"U8glib library for monochrome displays, version 2"
Serial-Studio / Serial-Studio,https://github.com/Serial-Studio/Serial-Studio,5.4k,C++,Arduino,Data visualization software for embedded devices and projects
omriharel / deej,https://github.com/omriharel/deej,5k,Go,Arduino,Set app volumes with real sliders! deej is an Arduino & Go project to let you build your own hardware mixer for Windows and Linux
ClemensElflein / OpenMower,https://github.com/ClemensElflein/OpenMower,4.8k,C++,Arduino,"Let's upgrade cheap off-the-shelf robotic mowers to modern, smart RTK GPS based lawn mowing robots!"
Arduino-IRremote / Arduino-IRremote,https://github.com/Arduino-IRremote/Arduino-IRremote,4.7k,C++,Arduino,Infrared remote library for Arduino: send and receive infrared signals with multiple protocols
babel / babel,https://github.com/babel/babel,43.5k,TypeScript,Babel,🐠 Babel is a compiler for writing next generation JavaScript.
arduino / arduino-cli,https://github.com/arduino/arduino-cli,4.5k,Go,Arduino,Arduino command line tool
swc-project / swc,https://github.com/swc-project/swc,32k,Rust,Babel,Rust-based platform for the Web
nylas / nylas-mail,https://github.com/nylas/nylas-mail,24.8k,JavaScript,Babel,💌 An extensible desktop mail app built on the modern web. Forks welcome!
electron-react-boilerplate / electron-react-boilerplate,https://github.com/electron-react-boilerplate/electron-react-boilerplate,23.6k,TypeScript,Babel,A Foundation for Scalable Cross-Platform Apps
SimulatedGREG / electron-vue,https://github.com/SimulatedGREG/electron-vue,15.5k,JavaScript,Babel,"An Electron & Vue.js quick start boilerplate with vue-cli scaffolding, common Vue plugins, electron-packager/electron-builder, unit/e2e testing, vue-devtools, and webpack."
grab / front-end-guide,https://github.com/grab/front-end-guide,15.2k,JavaScript,Babel,📚 Study guide and introduction to the modern front end stack.
jamiebuilds / babel-handbook,https://github.com/jamiebuilds/babel-handbook,12.1k,Unknown,Babel,📘 A guided handbook on how to use Babel and how to create plugins for Babel.
developit / htm,https://github.com/developit/htm,8.8k,JavaScript,Babel,"Hyperscript Tagged Markup: JSX alternative using standard tagged templates, with compiler support."
ast-grep / ast-grep,https://github.com/ast-grep/ast-grep,8.4k,Rust,Babel,"⚡A CLI tool for code structural search, lint and rewriting. Written in Rust"
grommet / grommet,https://github.com/grommet/grommet,8.4k,JavaScript,Babel,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package"
ben-rogerson / twin.macro,https://github.com/ben-rogerson/twin.macro,8k,TypeScript,Babel,"🦹‍♂️ Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, solid-styled-components, stitches and goober) at build time."
fkling / astexplorer,https://github.com/fkling/astexplorer,6.3k,JavaScript,Babel,A web tool to explore the ASTs generated by various parsers.
angular-fullstack / generator-angular-fullstack,https://github.com/angular-fullstack/generator-angular-fullstack,6.1k,JavaScript,Babel,Yeoman generator for an Angular app with an Express server
thx / gogocode,https://github.com/thx/gogocode,5.9k,JavaScript,Babel,GoGoCode is a transformer for JavaScript/Typescript/HTML based on AST but providing a more intuitive API.
documentationjs / documentation,https://github.com/documentationjs/documentation,5.8k,JavaScript,Babel,📖 documentation for modern JavaScript
insin / nwb,https://github.com/insin/nwb,5.6k,JavaScript,Babel,"A toolkit for React, Preact, Inferno & vanilla JS apps, React libraries and other npm modules for the web, with no configuration (until you need it)"
thinkjs / thinkjs,https://github.com/thinkjs/thinkjs,5.3k,JavaScript,Babel,"Use full ES2015+ features to develop Node.js applications, Support TypeScript."
egoist / poi,https://github.com/egoist/poi,5.2k,JavaScript,Babel,⚡A zero-config bundler for JavaScript applications.
duxianwei520 / react,https://github.com/duxianwei520/react,5.1k,JavaScript,Babel,React+webpack+redux+ant design+axios+less全家桶后台管理框架
babel / babel-loader,https://github.com/babel/babel-loader,4.9k,JavaScript,Babel,📦 Babel loader for webpack
sindresorhus / awesome,https://github.com/sindresorhus/awesome,354k,Unknown,Awesome Lists,😎 Awesome lists about all kinds of interesting topics
vinta / awesome-python,https://github.com/vinta/awesome-python,239k,Python,Awesome Lists,"An opinionated list of awesome Python frameworks, libraries, software and resources."
awesome-selfhosted / awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,223k,Unknown,Awesome Lists,A list of Free Software network services and web applications which can be hosted on your own servers
trimstray / the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,162k,Unknown,Awesome Lists,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more."
avelino / awesome-go,https://github.com/avelino/awesome-go,141k,Go,Awesome Lists,"A curated list of awesome Go frameworks, libraries and software"
521xueweihan / HelloGitHub,https://github.com/521xueweihan/HelloGitHub,101k,Python,Awesome Lists,"分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub."
papers-we-love / papers-we-love,https://github.com/papers-we-love/papers-we-love,92.1k,Shell,Awesome Lists,Papers from the computer science community to read and discuss.
Hack-with-Github / Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,90.7k,Unknown,Awesome Lists,"A collection of various awesome lists for hackers, pentesters and security researchers"
jaywcjlove / awesome-mac,https://github.com/jaywcjlove/awesome-mac,81.5k,JavaScript,Awesome Lists," Now we have become very big, Different from the original idea. Collect premium software in various categories."
DopplerHQ / awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,74.1k,Unknown,Awesome Lists,A curated awesome list of lists of interview questions. Feel free to contribute! 🎓
MunGell / awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,72.8k,Unknown,Awesome Lists,A list of awesome beginners-friendly projects.
enaqx / awesome-react,https://github.com/enaqx/awesome-react,67.4k,Unknown,Awesome Lists,A collection of awesome things regarding React ecosystem
fffaraz / awesome-cpp,https://github.com/fffaraz/awesome-cpp,62.7k,Unknown,Awesome Lists,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff."
binhnguyennus / awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,61.2k,Unknown,Awesome Lists,"The Patterns of Scalable, Reliable, and Performant Large-Scale Systems"
sindresorhus / awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,60.4k,Unknown,Awesome Lists,⚡ Delightful Node.js packages and resources
prakhar1989 / awesome-courses,https://github.com/prakhar1989/awesome-courses,59.8k,Unknown,Awesome Lists,📚 List of awesome university courses for learning Computer Science!
microsoft / generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,77.1k,Jupyter Notebook,Azure,"21 Lessons, Get Started Building with Generative AI 🔗"
Solido / awesome-flutter,https://github.com/Solido/awesome-flutter,55.3k,Dart,Awesome Lists,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more."
wasabeef / awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,52k,Unknown,Awesome Lists,A curated list of awesome Android UI/UX libraries
tiimgreen / github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,50.2k,Unknown,Awesome Lists,A list of cool features of Git and GitHub.
rust-unofficial / awesome-rust,https://github.com/rust-unofficial/awesome-rust,49.6k,Rust,Awesome Lists,A curated list of Rust code and resources.
bregman-arie / devops-exercises,https://github.com/bregman-arie/devops-exercises,72.6k,Python,Azure,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions"
danny-avila / LibreChat,https://github.com/danny-avila/LibreChat,23.9k,TypeScript,Azure,"Enhanced ChatGPT Clone: Features Agents, DeepSeek, Anthropic, AWS, OpenAI, Assistants API, Azure, Groq, o1, GPT-4o, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active project."
pulumi / pulumi,https://github.com/pulumi/pulumi,22.8k,Go,Azure,Pulumi - Infrastructure as Code in any programming language 🚀
getsops / sops,https://github.com/getsops/sops,18.1k,Go,Azure,Simple and flexible tool for managing secrets
milanm / DevOps-Roadmap,https://github.com/milanm/DevOps-Roadmap,15.4k,Unknown,Azure,DevOps Roadmap for 2025. with learning resources
ramitsurana / awesome-kubernetes,https://github.com/ramitsurana/awesome-kubernetes,15.3k,Shell,Azure,A curated list for awesome kubernetes sources 🚢🎉
Azure / azure-quickstart-templates,https://github.com/Azure/azure-quickstart-templates,14.3k,Bicep,Azure,Azure Quickstart Templates
caprover / caprover,https://github.com/caprover/caprover,13.8k,TypeScript,Azure,Scalable PaaS (automated Docker+nginx) - aka Heroku on Steroids
jlevy / the-art-of-command-line,https://github.com/jlevy/the-art-of-command-line,155k,Unknown,Bash,"Master the command line, in one page"
